,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Point_100,Point_101,Point_102,Point_103,Point_104,Point_105,Point_106,Point_107,Point_108,Point_109,Point_110,Point_111,Point_112,Point_113,Point_114,Point_115,Point_116,Point_117,Point_118,Point_119,Point_120,Point_121,Point_122,Point_123,Point_124,Point_125,Point_126,Point_127,Point_128,Point_129,Point_130,Point_131,Point_132,Point_133,Point_134,Point_135,Point_136,Point_137,Point_138,Point_139,Point_140,Point_141,Point_142,Point_143,Point_144,Point_145,Point_146,Point_147,Point_148,Point_149,Point_150,Point_151,Point_152,Point_153,Point_154,Point_155,Point_156,Point_157,Point_158,Point_159,Point_160,Point_161,Point_162,Point_163,Point_164,Point_165,Point_166,Point_167,Point_168,Point_169,Point_170,Point_171,Point_172,Point_173,Point_174,Point_175,Point_176,Point_177,Point_178,Point_179,Point_180,Point_181,Point_182,Point_183,Point_184,Point_185,Point_186,Point_187,Point_188,Point_189,Point_190,Point_191,Point_192,Point_193,Point_194,Point_195,Point_196,Point_197,Point_198,Point_199
Point_67,10.354,0.926,0.882,0.873,0.831,0.771,0.714,0.714,0.676,0.645,0.632,1.55,0.456,0.394,0.489,0.53,0.213,0.167,0.144,0.12,0.194,0.194,0.268,1.451,1.822,1.417,6.023,2.188,1.648,1.822,1.822,0.332,2.097,2.188,2.188,1.825,2.574,2.188,1.56,2.188,1.327,1.107,1.107,0.667,0.667,0.242,0.231,0.296,0.29,0.296,0.346,0.365,0.365,0.667,0.679,1.717,0.762,0.785,0.785,1.641,0.816,0.213,0.203,0.141,0.047,0.047,0.0,0.178,0.196,0.196,0.216,0.338,0.324,0.356,0.599,0.651,0.636,0.659,0.663,1.415,0.621,0.637,0.719,0.78,0.859,0.897,0.897,0.929,0.868,0.742,0.669,0.663,0.646,1.118,1.063,1.063,1.124,1.171,1.243,1.267,1.302,1.292,1.279,1.526,1.36,1.331,1.321,1.321,1.526,1.526,1.526,1.204,1.204,1.297,1.29,1.306,1.339,1.342,1.342,1.342,1.342,1.371,1.427,1.448,1.457,1.463,1.475,1.491,1.51,1.537,1.537,1.654,1.566,1.615,1.648,1.691,1.895,1.692,1.737,1.719,2.322,2.322,1.672,1.672,1.672,1.672,1.615,1.732,1.732,1.775,1.775,1.775,1.775,1.775,1.821,1.838,1.863,1.863,1.863,1.902,1.88,1.88,1.93,1.965,1.978,1.194,1.965,1.965,1.965,1.995,2.025,2.025,3.269,3.269,3.269,3.269,3.269,2.687,3.207,2.188,0.704,2.48,2.48,2.48,2.093,2.093,2.093,2.093,2.093,2.093,2.093,1.334,1.541,1.551,1.486,1.641,1.443,1.36,12.038
Point_68,10.532,0.748,0.704,0.695,0.653,0.593,0.536,0.535,0.497,0.467,0.454,1.372,0.277,0.216,0.311,0.351,0.035,0.011,0.035,0.059,0.372,0.372,0.446,1.629,2.0,1.596,5.845,2.366,1.826,2.0,2.0,0.511,2.275,2.366,2.366,2.004,2.752,2.366,1.738,2.366,1.506,1.285,1.285,0.642,0.642,0.42,0.409,0.475,0.468,0.475,0.524,0.543,0.543,0.642,0.857,1.538,0.94,0.963,0.963,1.819,0.995,0.035,0.381,0.319,0.226,0.226,0.178,0.0,0.017,0.017,0.037,0.159,0.146,0.177,0.421,0.473,0.458,0.48,0.484,1.237,0.443,0.459,0.541,0.602,0.681,0.719,0.719,0.75,0.689,0.563,0.49,0.485,0.467,0.94,0.884,0.884,0.946,0.993,1.064,1.089,1.124,1.114,1.1,1.348,1.181,1.153,1.142,1.142,1.348,1.348,1.348,1.026,1.026,1.119,1.112,1.127,1.161,1.164,1.164,1.164,1.164,1.192,1.249,1.27,1.278,1.285,1.296,1.313,1.331,1.359,1.359,1.476,1.388,1.436,1.469,1.513,1.716,1.513,1.559,1.54,2.144,2.144,1.494,1.494,1.494,1.494,1.436,1.554,1.554,1.596,1.596,1.596,1.596,1.596,1.643,1.66,1.685,1.685,1.685,1.724,1.701,1.701,1.752,1.786,1.8,1.015,1.786,1.786,1.786,1.817,1.847,1.847,3.447,3.447,3.447,3.447,3.447,2.865,3.385,2.366,0.525,2.658,2.658,2.658,2.271,2.271,2.271,2.271,2.271,2.271,2.271,1.513,1.719,1.729,1.665,1.819,1.128,1.539,11.86
Point_69,10.549,0.73,0.686,0.677,0.635,0.575,0.518,0.518,0.48,0.449,0.436,1.354,0.26,0.198,0.293,0.334,0.017,0.029,0.052,0.076,0.39,0.39,0.463,1.647,2.018,1.613,5.828,2.384,1.843,2.018,2.018,0.528,2.293,2.384,2.384,2.021,2.77,2.384,1.756,2.384,1.523,1.303,1.303,0.66,0.66,0.438,0.427,0.492,0.486,0.492,0.542,0.561,0.561,0.66,0.875,1.521,0.958,0.981,0.981,1.837,1.012,0.017,0.398,0.337,0.243,0.243,0.196,0.017,0.0,0.0,0.02,0.142,0.128,0.16,0.403,0.455,0.44,0.463,0.467,1.219,0.425,0.441,0.523,0.584,0.663,0.702,0.702,0.733,0.672,0.546,0.473,0.467,0.45,0.922,0.867,0.867,0.928,0.975,1.047,1.072,1.106,1.096,1.083,1.331,1.164,1.135,1.125,1.125,1.331,1.331,1.331,1.008,1.008,1.101,1.094,1.11,1.143,1.146,1.146,1.146,1.146,1.175,1.232,1.252,1.261,1.267,1.279,1.295,1.314,1.341,1.341,1.459,1.37,1.419,1.452,1.495,1.699,1.496,1.542,1.523,2.126,2.126,1.476,1.476,1.476,1.476,1.419,1.536,1.536,1.579,1.579,1.579,1.579,1.579,1.625,1.642,1.667,1.667,1.667,1.707,1.684,1.684,1.734,1.769,1.782,0.998,1.769,1.769,1.769,1.799,1.829,1.829,3.465,3.465,3.465,3.465,3.465,2.883,3.403,2.384,0.508,2.676,2.676,2.676,2.289,2.289,2.289,2.289,2.289,2.289,2.289,1.53,1.737,1.747,1.682,1.837,1.145,1.556,11.842
Point_70,10.549,0.73,0.686,0.677,0.635,0.575,0.518,0.518,0.48,0.449,0.436,1.354,0.26,0.198,0.293,0.334,0.017,0.029,0.052,0.076,0.39,0.39,0.463,1.647,2.018,1.613,5.828,2.384,1.843,2.018,2.018,0.528,2.293,2.384,2.384,2.021,2.77,2.384,1.756,2.384,1.523,1.303,1.303,0.66,0.66,0.438,0.427,0.492,0.486,0.492,0.542,0.561,0.561,0.66,0.875,1.521,0.958,0.981,0.981,1.837,1.012,0.017,0.398,0.337,0.243,0.243,0.196,0.017,0.0,0.0,0.02,0.142,0.128,0.16,0.403,0.455,0.44,0.463,0.467,1.219,0.425,0.441,0.523,0.584,0.663,0.702,0.702,0.733,0.672,0.546,0.473,0.467,0.45,0.922,0.867,0.867,0.928,0.975,1.047,1.072,1.106,1.096,1.083,1.331,1.164,1.135,1.125,1.125,1.331,1.331,1.331,1.008,1.008,1.101,1.094,1.11,1.143,1.146,1.146,1.146,1.146,1.175,1.232,1.252,1.261,1.267,1.279,1.295,1.314,1.341,1.341,1.459,1.37,1.419,1.452,1.495,1.699,1.496,1.542,1.523,2.126,2.126,1.476,1.476,1.476,1.476,1.419,1.536,1.536,1.579,1.579,1.579,1.579,1.579,1.625,1.642,1.667,1.667,1.667,1.707,1.684,1.684,1.734,1.769,1.782,0.998,1.769,1.769,1.769,1.799,1.829,1.829,3.465,3.465,3.465,3.465,3.465,2.883,3.403,2.384,0.508,2.676,2.676,2.676,2.289,2.289,2.289,2.289,2.289,2.289,2.289,1.53,1.737,1.747,1.682,1.837,1.145,1.556,11.842
Point_71,10.569,0.71,0.667,0.658,0.615,0.556,0.499,0.498,0.46,0.429,0.417,1.335,0.24,0.179,0.274,0.314,0.003,0.048,0.072,0.096,0.409,0.409,0.483,1.666,2.037,1.633,5.808,2.404,1.863,2.037,2.037,0.548,2.312,2.404,2.404,2.041,2.789,2.404,1.776,2.404,1.543,1.322,1.322,0.68,0.68,0.457,0.447,0.512,0.506,0.512,0.561,0.581,0.581,0.68,0.894,1.501,0.977,1.0,1.0,1.856,1.032,0.003,0.418,0.357,0.263,0.263,0.216,0.037,0.02,0.02,0.0,0.122,0.108,0.14,0.384,0.436,0.421,0.443,0.447,1.2,0.405,0.422,0.504,0.565,0.644,0.682,0.682,0.713,0.652,0.526,0.453,0.448,0.43,0.903,0.847,0.847,0.908,0.956,1.027,1.052,1.086,1.077,1.063,1.311,1.144,1.116,1.105,1.105,1.311,1.311,1.311,0.988,0.988,1.081,1.075,1.09,1.124,1.127,1.127,1.127,1.127,1.155,1.212,1.233,1.241,1.247,1.259,1.276,1.294,1.322,1.322,1.439,1.351,1.399,1.432,1.475,1.679,1.476,1.522,1.503,2.107,2.107,1.457,1.457,1.457,1.457,1.399,1.517,1.517,1.559,1.559,1.559,1.559,1.559,1.606,1.623,1.648,1.648,1.648,1.687,1.664,1.664,1.715,1.749,1.763,0.978,1.749,1.749,1.749,1.78,1.809,1.809,3.484,3.484,3.484,3.484,3.484,2.902,3.422,2.404,0.488,2.696,2.696,2.696,2.308,2.308,2.308,2.308,2.308,2.308,2.308,1.55,1.757,1.766,1.702,1.856,1.165,1.576,11.823
Point_72,10.691,0.588,0.545,0.535,0.493,0.433,0.377,0.376,0.338,0.307,0.295,1.213,0.118,0.056,0.152,0.192,0.125,0.17,0.194,0.218,0.531,0.531,0.605,1.788,2.16,1.755,5.686,2.526,1.985,2.16,2.16,0.67,2.435,2.526,2.526,2.163,2.912,2.526,1.898,2.526,1.665,1.445,1.445,0.802,0.802,0.579,0.569,0.634,0.628,0.634,0.683,0.703,0.703,0.802,1.016,1.379,1.1,1.122,1.122,2.058,1.154,0.125,0.54,0.479,0.385,0.385,0.338,0.159,0.142,0.142,0.122,0.0,0.014,0.018,0.262,0.314,0.299,0.321,0.325,1.078,0.283,0.3,0.382,0.442,0.521,0.56,0.56,0.591,0.53,0.404,0.331,0.325,0.308,0.781,0.725,0.725,0.786,0.834,0.905,0.93,0.964,0.955,0.941,1.189,1.022,0.994,0.983,0.983,1.189,1.189,1.189,0.866,0.866,0.959,0.952,0.968,1.002,1.005,1.005,1.005,1.005,1.033,1.09,1.11,1.119,1.125,1.137,1.153,1.172,1.199,1.199,1.317,1.229,1.277,1.31,1.353,1.557,1.354,1.4,1.381,1.985,1.985,1.335,1.335,1.335,1.335,1.277,1.395,1.395,1.437,1.437,1.437,1.437,1.437,1.483,1.5,1.525,1.525,1.525,1.565,1.542,1.542,1.592,1.627,1.64,0.856,1.627,1.627,1.627,1.658,1.687,1.687,3.606,3.606,3.606,3.606,3.606,3.024,3.544,2.526,0.366,2.818,2.818,2.818,2.43,2.43,2.43,2.43,2.43,2.43,2.43,1.672,1.879,1.889,1.824,2.058,1.028,1.052,11.7
Point_73,10.677,0.602,0.558,0.549,0.507,0.447,0.39,0.39,0.352,0.321,0.308,1.226,0.132,0.07,0.165,0.206,0.111,0.157,0.18,0.204,0.518,0.518,0.591,1.775,2.146,1.741,5.7,2.512,1.971,2.146,2.146,0.656,2.421,2.512,2.512,2.149,2.898,2.512,1.884,2.512,1.651,1.431,1.431,0.788,0.788,0.566,0.555,0.62,0.614,0.62,0.67,0.689,0.689,0.788,1.003,1.393,1.086,1.109,1.109,2.072,1.14,0.111,0.526,0.465,0.371,0.371,0.324,0.146,0.128,0.128,0.108,0.014,0.0,0.032,0.275,0.327,0.312,0.335,0.339,1.091,0.297,0.313,0.395,0.456,0.535,0.574,0.574,0.605,0.544,0.418,0.345,0.339,0.322,0.794,0.739,0.739,0.8,0.847,0.919,0.944,0.978,0.968,0.955,1.203,1.036,1.007,0.997,0.997,1.203,1.203,1.203,0.88,0.88,0.973,0.966,0.982,1.015,1.018,1.018,1.018,1.018,1.047,1.104,1.124,1.133,1.139,1.151,1.167,1.186,1.213,1.213,1.331,1.242,1.291,1.324,1.367,1.571,1.368,1.413,1.395,1.998,1.998,1.348,1.348,1.348,1.348,1.291,1.408,1.408,1.451,1.451,1.451,1.451,1.451,1.497,1.514,1.539,1.539,1.539,1.579,1.556,1.556,1.606,1.641,1.654,0.87,1.641,1.641,1.641,1.671,1.701,1.701,3.593,3.593,3.593,3.593,3.593,3.011,3.531,2.512,0.38,2.804,2.804,2.804,2.417,2.417,2.417,2.417,2.417,2.417,2.417,1.658,1.865,1.875,1.81,2.072,1.014,1.038,11.714
Point_74,10.709,0.57,0.527,0.517,0.475,0.415,0.359,0.358,0.32,0.289,0.277,1.195,0.1,0.038,0.134,0.174,0.143,0.188,0.212,0.236,0.549,0.549,0.623,1.806,2.178,1.773,5.668,2.544,2.003,2.178,2.178,0.688,2.453,2.544,2.544,2.181,2.93,2.544,1.916,2.544,1.683,1.463,1.463,0.82,0.82,0.597,0.587,0.652,0.646,0.652,0.701,0.721,0.721,0.82,1.034,1.361,1.118,1.14,1.14,2.04,1.172,0.143,0.558,0.497,0.403,0.403,0.356,0.177,0.16,0.16,0.14,0.018,0.032,0.0,0.244,0.296,0.281,0.303,0.307,1.06,0.265,0.282,0.364,0.424,0.503,0.542,0.542,0.573,0.512,0.386,0.313,0.307,0.29,0.763,0.707,0.707,0.768,0.816,0.887,0.912,0.946,0.937,0.923,1.171,1.004,0.976,0.965,0.965,1.171,1.171,1.171,0.848,0.848,0.941,0.934,0.95,0.984,0.987,0.987,0.987,0.987,1.015,1.072,1.092,1.101,1.107,1.119,1.135,1.154,1.181,1.181,1.299,1.211,1.259,1.292,1.335,1.539,1.336,1.382,1.363,1.967,1.967,1.317,1.317,1.317,1.317,1.259,1.377,1.377,1.419,1.419,1.419,1.419,1.419,1.465,1.482,1.507,1.507,1.507,1.547,1.524,1.524,1.574,1.609,1.622,0.838,1.609,1.609,1.609,1.64,1.669,1.669,3.624,3.624,3.624,3.624,3.624,3.042,3.562,2.544,0.348,2.836,2.836,2.836,2.448,2.448,2.448,2.448,2.448,2.448,2.448,1.69,1.897,1.907,1.842,2.04,1.046,1.07,11.682
Point_75,8.567,0.476,0.432,0.423,0.381,0.321,0.264,0.264,0.226,0.195,0.182,0.117,0.163,0.227,0.279,0.319,0.408,0.454,0.477,0.501,0.815,0.815,0.889,2.072,2.443,2.038,5.628,2.809,2.269,2.443,2.443,0.954,2.718,2.809,2.809,2.447,3.195,2.809,2.181,2.809,1.948,1.728,1.728,0.918,0.918,0.863,0.852,0.917,0.911,0.917,0.967,0.986,0.986,0.918,1.3,1.321,1.383,1.406,1.406,1.946,1.437,0.408,0.824,0.762,0.668,0.668,0.621,0.443,0.425,0.425,0.406,0.284,0.297,0.266,0.0,0.052,0.037,0.059,0.064,0.868,0.074,0.09,0.172,0.233,0.312,0.35,0.35,0.381,0.32,0.194,0.143,0.137,0.12,0.571,0.515,0.515,0.576,0.624,0.695,0.72,0.754,0.745,0.731,0.979,0.812,0.784,0.773,0.773,0.979,0.979,0.979,0.868,0.868,0.901,0.894,0.91,0.944,0.946,0.946,0.946,0.946,0.975,1.032,1.052,1.061,1.067,1.079,1.095,1.114,1.141,1.141,1.259,1.171,1.219,1.252,1.295,1.445,1.296,1.342,1.323,1.926,1.926,1.276,1.276,1.276,1.276,1.219,1.337,1.337,1.379,1.379,1.379,1.379,1.379,1.425,1.442,1.467,1.467,1.467,1.507,1.484,1.484,1.534,1.569,1.582,0.744,1.569,1.569,1.569,1.599,1.629,1.629,3.89,3.89,3.89,3.89,3.89,3.308,3.828,2.809,0.253,3.101,3.101,3.101,2.714,2.714,2.714,2.714,2.714,2.714,2.714,1.956,1.969,1.959,2.108,1.946,1.322,1.404,11.642
Point_76,8.619,0.528,0.484,0.475,0.433,0.373,0.316,0.316,0.278,0.247,0.234,0.169,0.215,0.279,0.271,0.311,0.46,0.506,0.529,0.553,0.867,0.867,0.941,2.124,2.495,2.09,5.68,2.861,2.321,2.495,2.495,1.006,2.77,2.861,2.861,2.499,3.247,2.861,2.233,2.861,2.0,1.78,1.78,0.866,0.866,0.915,0.904,0.969,0.963,0.969,1.019,1.038,1.038,0.866,1.216,1.373,1.299,1.322,1.322,1.998,1.353,0.46,0.876,0.814,0.721,0.721,0.673,0.495,0.477,0.477,0.458,0.336,0.349,0.318,0.052,0.0,0.015,0.007,0.011,0.92,0.126,0.142,0.224,0.285,0.364,0.402,0.402,0.433,0.372,0.246,0.195,0.189,0.172,0.623,0.567,0.567,0.628,0.676,0.747,0.772,0.807,0.797,0.783,1.031,0.864,0.836,0.825,0.825,1.031,1.031,1.031,0.92,0.92,0.953,0.946,0.962,0.996,0.998,0.998,0.998,0.998,1.027,1.084,1.104,1.113,1.119,1.131,1.147,1.166,1.193,1.193,1.311,1.223,1.271,1.304,1.347,1.497,1.348,1.394,1.375,1.978,1.978,1.328,1.328,1.328,1.328,1.271,1.389,1.389,1.431,1.431,1.431,1.431,1.431,1.477,1.494,1.519,1.519,1.519,1.559,1.536,1.536,1.586,1.621,1.634,0.796,1.621,1.621,1.621,1.652,1.681,1.681,3.942,3.942,3.942,3.942,3.942,3.36,3.88,2.861,0.306,3.153,3.153,3.153,2.766,2.766,2.766,2.766,2.766,2.766,2.766,2.008,2.021,2.011,2.16,1.998,1.374,1.456,11.694
Point_77,8.604,0.513,0.469,0.46,0.418,0.358,0.301,0.301,0.263,0.232,0.219,0.154,0.2,0.264,0.286,0.326,0.445,0.491,0.515,0.538,0.852,0.852,0.926,2.109,2.48,2.076,5.665,2.846,2.306,2.48,2.48,0.991,2.755,2.846,2.846,2.484,3.232,2.846,2.218,2.846,1.985,1.765,1.765,0.881,0.881,0.9,0.889,0.954,0.948,0.954,1.004,1.023,1.023,0.881,1.337,1.358,1.42,1.443,1.443,1.983,1.474,0.445,0.861,0.799,0.706,0.706,0.658,0.48,0.462,0.462,0.443,0.321,0.334,0.303,0.037,0.015,0.0,0.022,0.026,0.905,0.111,0.127,0.209,0.27,0.349,0.387,0.387,0.418,0.357,0.231,0.18,0.174,0.157,0.608,0.552,0.552,0.614,0.661,0.732,0.757,0.792,0.782,0.768,1.016,0.849,0.821,0.81,0.81,1.016,1.016,1.016,0.905,0.905,0.938,0.931,0.947,0.981,0.984,0.984,0.984,0.984,1.012,1.069,1.089,1.098,1.104,1.116,1.132,1.151,1.178,1.178,1.296,1.208,1.256,1.289,1.332,1.482,1.333,1.379,1.36,1.964,1.964,1.314,1.314,1.314,1.314,1.256,1.374,1.374,1.416,1.416,1.416,1.416,1.416,1.462,1.479,1.504,1.504,1.504,1.544,1.521,1.521,1.571,1.606,1.619,0.781,1.606,1.606,1.606,1.637,1.666,1.666,3.927,3.927,3.927,3.927,3.927,3.345,3.865,2.846,0.291,3.138,3.138,3.138,2.751,2.751,2.751,2.751,2.751,2.751,2.751,1.993,2.006,1.996,2.145,1.983,1.359,1.441,11.679
Point_78,8.626,0.535,0.492,0.482,0.44,0.38,0.324,0.323,0.285,0.254,0.242,0.176,0.222,0.286,0.264,0.304,0.468,0.513,0.537,0.561,0.874,0.874,0.948,2.131,2.502,2.098,5.687,2.869,2.328,2.502,2.502,1.013,2.777,2.869,2.869,2.506,3.254,2.869,2.241,2.869,2.008,1.787,1.787,0.859,0.859,0.922,0.912,0.977,0.971,0.977,1.026,1.046,1.046,0.859,1.208,1.38,1.292,1.314,1.314,2.005,1.346,0.468,0.883,0.822,0.728,0.728,0.681,0.502,0.485,0.485,0.465,0.343,0.357,0.325,0.059,0.007,0.022,0.0,0.004,0.927,0.133,0.149,0.231,0.292,0.371,0.409,0.409,0.441,0.38,0.253,0.202,0.197,0.179,0.63,0.574,0.574,0.636,0.683,0.754,0.779,0.814,0.804,0.791,1.038,0.872,0.843,0.833,0.833,1.038,1.038,1.038,0.927,0.927,0.961,0.954,0.969,1.003,1.006,1.006,1.006,1.006,1.034,1.091,1.112,1.12,1.127,1.138,1.155,1.173,1.201,1.201,1.318,1.23,1.278,1.311,1.355,1.504,1.355,1.401,1.382,1.986,1.986,1.336,1.336,1.336,1.336,1.278,1.396,1.396,1.439,1.439,1.439,1.439,1.439,1.485,1.502,1.527,1.527,1.527,1.566,1.543,1.543,1.594,1.628,1.642,0.803,1.628,1.628,1.628,1.659,1.689,1.689,3.949,3.949,3.949,3.949,3.949,3.367,3.887,2.869,0.313,3.161,3.161,3.161,2.773,2.773,2.773,2.773,2.773,2.773,2.773,2.015,2.028,2.019,2.167,2.005,1.381,1.464,11.702
Point_79,8.63,0.539,0.496,0.487,0.445,0.385,0.328,0.327,0.289,0.258,0.246,0.18,0.226,0.291,0.259,0.3,0.472,0.517,0.541,0.565,0.878,0.878,0.952,2.135,2.507,2.102,5.691,2.873,2.332,2.507,2.507,1.017,2.782,2.873,2.873,2.51,3.259,2.873,2.245,2.873,2.012,1.792,1.792,0.854,0.854,0.926,0.916,0.981,0.975,0.981,1.003,1.023,1.023,0.854,1.204,1.384,1.287,1.31,1.31,2.01,1.342,0.472,0.887,0.826,0.732,0.732,0.685,0.506,0.489,0.489,0.469,0.347,0.361,0.329,0.064,0.011,0.026,0.004,0.0,0.931,0.137,0.153,0.235,0.296,0.375,0.413,0.413,0.445,0.384,0.258,0.206,0.201,0.183,0.634,0.578,0.578,0.64,0.687,0.759,0.783,0.818,0.808,0.795,1.042,0.876,0.847,0.837,0.837,1.042,1.042,1.042,0.931,0.931,0.965,0.958,0.973,1.007,1.01,1.01,1.01,1.01,1.038,1.095,1.116,1.124,1.131,1.142,1.159,1.178,1.205,1.205,1.322,1.234,1.283,1.316,1.359,1.508,1.359,1.405,1.386,1.99,1.99,1.34,1.34,1.34,1.34,1.283,1.4,1.4,1.443,1.443,1.443,1.443,1.443,1.489,1.506,1.531,1.531,1.531,1.57,1.547,1.547,1.598,1.632,1.646,0.807,1.632,1.632,1.632,1.663,1.693,1.693,3.953,3.953,3.953,3.953,3.953,3.371,3.891,2.873,0.317,3.165,3.165,3.165,2.777,2.777,2.777,2.777,2.777,2.777,2.777,2.019,2.032,2.023,2.171,2.01,1.386,1.468,11.706
Point_80,8.674,0.583,0.539,0.53,0.488,0.428,0.371,0.371,0.333,0.302,0.289,0.224,0.27,0.216,0.268,0.308,0.397,0.443,0.466,0.49,0.804,0.804,0.878,2.061,2.432,2.027,5.735,2.798,2.258,2.432,2.432,0.957,2.707,2.798,2.798,2.435,3.184,2.798,2.17,2.798,1.937,1.717,1.717,0.863,0.863,0.852,0.841,0.906,0.9,0.906,1.012,1.031,1.031,0.863,1.213,1.428,1.296,1.319,1.319,2.053,1.35,0.397,0.813,0.751,0.657,0.657,0.61,0.432,0.414,0.414,0.395,0.272,0.286,0.254,0.107,0.055,0.07,0.048,0.043,0.0,0.18,0.197,0.279,0.339,0.419,0.457,0.457,0.488,0.427,0.301,0.25,0.244,0.227,0.678,0.622,0.622,0.683,0.731,0.802,0.827,0.861,0.852,0.838,1.086,0.919,0.891,0.88,0.88,1.086,1.086,1.086,0.975,0.975,1.008,1.001,1.017,1.051,1.053,1.053,1.053,1.053,1.082,1.139,1.159,1.168,1.174,1.186,1.202,1.221,1.248,1.248,1.366,1.277,1.326,1.359,1.402,1.551,1.403,1.449,1.43,2.033,2.033,1.383,1.383,1.383,1.383,1.326,1.444,1.444,1.486,1.486,1.486,1.486,1.486,1.532,1.549,1.574,1.574,1.574,1.614,1.591,1.591,1.641,1.676,1.689,0.851,1.676,1.676,1.676,1.706,1.736,1.736,3.879,3.879,3.879,3.879,3.879,3.297,3.817,2.798,0.36,3.09,3.09,3.09,2.703,2.703,2.703,2.703,2.703,2.703,2.703,1.945,2.076,2.066,2.097,2.053,1.429,1.324,11.749
Point_81,8.589,0.498,0.454,0.445,0.403,0.343,0.286,0.285,0.248,0.217,0.204,0.139,0.185,0.249,0.301,0.341,0.43,0.476,0.499,0.523,0.837,0.837,0.91,2.094,2.465,2.06,5.554,2.831,2.291,2.465,2.465,0.975,2.74,2.831,2.831,2.468,3.217,2.831,2.203,2.831,1.97,1.75,1.75,0.991,0.991,0.885,0.874,0.939,0.933,0.939,0.989,1.008,1.008,0.991,1.322,1.247,1.405,1.428,1.428,1.968,1.459,0.43,0.846,0.784,0.69,0.69,0.643,0.465,0.447,0.447,0.427,0.305,0.319,0.287,0.074,0.126,0.111,0.133,0.137,0.794,0.0,0.016,0.098,0.159,0.238,0.276,0.276,0.308,0.247,0.121,0.165,0.159,0.142,0.497,0.441,0.441,0.503,0.55,0.622,0.646,0.681,0.671,0.658,0.905,0.739,0.71,0.7,0.7,0.905,0.905,0.905,0.794,0.794,0.828,0.821,0.836,0.87,0.873,0.873,0.873,0.873,0.901,0.958,0.979,0.987,0.994,1.005,1.022,1.041,1.068,1.068,1.185,1.097,1.146,1.179,1.222,1.466,1.222,1.268,1.249,1.853,1.853,1.203,1.203,1.203,1.203,1.146,1.263,1.263,1.306,1.306,1.306,1.306,1.306,1.352,1.369,1.394,1.394,1.394,1.433,1.41,1.41,1.461,1.495,1.509,0.765,1.495,1.495,1.495,1.526,1.556,1.556,3.912,3.912,3.912,3.912,3.912,3.33,3.85,2.831,0.275,3.123,3.123,3.123,2.736,2.736,2.736,2.736,2.736,2.736,2.736,1.977,1.991,1.981,2.129,1.968,1.344,1.426,11.569
Point_82,8.605,0.514,0.47,0.461,0.419,0.359,0.302,0.302,0.264,0.233,0.22,0.155,0.201,0.265,0.317,0.357,0.446,0.492,0.515,0.539,0.853,0.853,0.927,2.11,2.481,2.076,5.538,2.847,2.307,2.481,2.481,0.992,2.756,2.847,2.847,2.485,3.233,2.847,2.219,2.847,1.986,1.766,1.766,1.008,1.008,0.901,0.89,0.955,0.949,0.955,1.005,1.024,1.024,1.008,1.338,1.231,1.421,1.444,1.444,1.984,1.475,0.446,0.862,0.8,0.706,0.706,0.659,0.481,0.463,0.463,0.444,0.322,0.335,0.304,0.09,0.142,0.127,0.149,0.153,0.778,0.016,0.0,0.082,0.143,0.222,0.26,0.26,0.292,0.231,0.104,0.181,0.175,0.158,0.481,0.425,0.425,0.487,0.534,0.605,0.63,0.665,0.655,0.642,0.889,0.723,0.694,0.684,0.684,0.889,0.889,0.889,0.778,0.778,0.812,0.805,0.82,0.854,0.857,0.857,0.857,0.857,0.885,0.942,0.963,0.971,0.978,0.989,1.006,1.024,1.052,1.052,1.169,1.081,1.129,1.162,1.205,1.483,1.206,1.252,1.233,1.837,1.837,1.187,1.187,1.187,1.187,1.129,1.247,1.247,1.289,1.289,1.289,1.289,1.289,1.336,1.353,1.378,1.378,1.378,1.417,1.394,1.394,1.445,1.479,1.493,0.782,1.479,1.479,1.479,1.51,1.539,1.539,3.928,3.928,3.928,3.928,3.928,3.346,3.866,2.847,0.291,3.139,3.139,3.139,2.752,2.752,2.752,2.752,2.752,2.752,2.752,1.994,2.007,1.997,2.146,1.984,1.36,1.442,11.553
